Name,Age,mlbID,Lev,Tm,Age,PA,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,position,team_abbr
Sam Haggerty,32,664059,Maj-AL,"Seattle,Texas",32,314,276,47,67,50,10,4,3,19,32,61,24,5,0.243,0.328,0.341,CF,
Darick Hall,27,669742,Maj-NL,Philadelphia,27,51,50,2,9,7,1,0,1,2,1,18,0,0,0.18,0.196,0.26,1B,PHI
Petey Halpin,23,690984,Maj-AL,Cleveland,23,8,6,5,2,2,0,0,0,0,2,2,0,0,0.333,0.5,0.333,CF,CLE
Billy Hamilton,32,571740,Maj-AL,Chicago,32,2,2,2,0,0,0,0,0,0,0,1,2,0,0.0,0.0,0.0,CF,CWS
Caleb Hamilton,28,643348,Maj-AL,Boston,28,6,5,0,0,0,0,0,0,0,1,5,0,0,0.0,0.167,0.0,CF,BOS
David Hamilton,28,666152,"Maj-AL,Maj-NL","Boston,Milwaukee",28,589,530,83,118,79,23,2,14,50,50,140,61,12,0.223,0.293,0.353,2B,
Garrett Hampson,30,641658,"Maj-AL,Maj-NL","Arizona,Cincinnati,Kansas City,Miami,St. Louis",30,579,515,66,124,92,27,2,3,43,49,155,15,3,0.241,0.308,0.318,2B,
Maverick Handley,27,668974,Maj-AL,Baltimore,27,47,41,2,3,3,0,0,0,3,2,18,0,0,0.073,0.133,0.073,C,BAL
Mitch Haniger,33,571745,"Maj-AL,Maj-NL","San Francisco,Seattle",33,652,591,69,123,79,25,1,18,72,55,191,1,0,0.208,0.279,0.345,RF,
Ian Happ,31,664023,Maj-NL,Chicago,31,2095,1794,271,432,247,104,6,75,260,273,504,33,8,0.241,0.343,0.431,LF,CHC
Bryce Harper,33,547180,Maj-NL,Philadelphia,33,1907,1629,266,454,256,110,1,87,254,255,405,34,11,0.279,0.379,0.508,1B,PHI
Brett Harris,27,695391,Maj-AL,"Athletics,Oakland",27,207,176,26,35,24,8,0,3,17,24,46,1,2,0.199,0.306,0.295,3B,
Dustin Harris,26,687957,Maj-AL,"Chicago,Texas",26,62,55,7,12,6,4,0,2,6,7,16,3,1,0.218,0.306,0.4,LF,
Michael Harris II,25,671739,Maj-NL,Atlanta,25,1719,1624,194,432,288,75,12,57,200,65,336,51,16,0.266,0.297,0.432,CF,ATL
Josh Harrison,35,543281,Maj-NL,Philadelphia,35,114,103,8,21,16,3,0,2,10,3,20,0,0,0.204,0.263,0.291,2B,PHI
Adam Haseley,27,656514,Maj-AL,Chicago,27,39,36,6,8,6,2,0,0,2,3,8,1,0,0.222,0.282,0.278,CF,CWS
Robert Hassell III,23,690987,Maj-NL,Washington,23,206,197,22,44,32,9,0,3,18,8,62,4,0,0.223,0.257,0.315,CF,WSN
Ke\'Bryan Hayes,29,663647,Maj-NL,"Cincinnati,Pittsburgh",29,1534,1426,154,346,256,56,10,24,135,90,291,33,11,0.243,0.29,0.346,3B,
Austin Hays,30,669720,"Maj-AL,Maj-NL","Baltimore,Chicago,Cincinnati,Philadelphia",30,1290,1184,168,315,199,72,7,37,157,80,324,14,4,0.266,0.316,0.432,LF,
Austin Hedges,33,595978,"Maj-AL,Maj-NL","Cleveland,Pittsburgh,Texas",33,571,502,42,87,65,14,0,8,42,39,149,4,2,0.173,0.238,0.249,C,
Jonah Heim,31,641680,"Maj-AL,Maj-NL","Atlanta,Texas",31,1514,1392,148,318,218,54,1,45,205,106,287,7,1,0.228,0.284,0.366,C,
Tyler Heineman,35,623168,"Maj-AL,Maj-NL","Boston,Pittsburgh,Toronto",35,259,219,35,59,45,9,2,3,23,24,49,3,0,0.269,0.362,0.37,C,
Michael Helman,29,680737,Maj-AL,"Minnesota,Texas",29,120,109,20,26,13,7,1,5,20,7,24,4,0,0.239,0.291,0.459,CF,
Gunnar Henderson,25,683002,Maj-AL,Baltimore,25,2075,1840,316,498,291,97,21,89,256,205,480,63,14,0.271,0.347,0.491,SS,BAL
David Hensley,28,682073,"Maj-AL,Maj-NL","Houston,Miami",28,148,133,21,19,15,2,0,2,6,15,51,1,0,0.143,0.23,0.203,OF,
Darell Hernaiz,24,687231,Maj-AL,"Athletics,Oakland",24,344,305,25,66,54,8,1,3,28,28,53,4,5,0.216,0.279,0.279,3B,
Enrique Hern\xc3\xa1ndez,33,571771,"Maj-AL,Maj-NL","Boston,Los Angeles",33,1288,1179,151,274,186,51,1,36,153,87,276,4,2,0.232,0.284,0.369,1B,
Heriberto Hern\xc3\xa1ndez,26,681715,Maj-NL,Miami,26,335,291,42,73,49,12,2,10,50,37,84,3,1,0.251,0.337,0.409,LF,MIA
Teoscar Hern\xc3\xa1ndez,33,606192,"Maj-AL,Maj-NL","Los Angeles,Seattle",33,2067,1896,245,495,301,94,5,95,317,134,579,26,7,0.261,0.314,0.466,RF,
Yonny Hern\xc3\xa1ndez,25,660634,Maj-NL,Los Angeles,25,27,22,5,3,2,1,0,0,4,2,8,0,0,0.136,0.231,0.182,SS,LAD
Iv\xc3\xa1n Herrera,26,671056,Maj-NL,St. Louis,26,820,703,100,199,144,30,1,24,103,86,158,13,2,0.283,0.375,0.431,C,STL
Jos\xc3\xa9 Herrera,28,645444,Maj-NL,Arizona,28,442,367,47,74,55,15,1,3,37,46,104,1,0,0.202,0.289,0.272,C,ARI
Jason Heyward,35,518792,"Maj-AL,Maj-NL","Houston,Los Angeles,San Diego",35,740,657,98,153,87,37,2,27,89,62,143,7,3,0.233,0.302,0.419,RF,
Brewer Hicklen,29,676551,"Maj-AL,Maj-NL","Detroit,Milwaukee",29,9,8,2,2,2,0,0,0,0,1,5,2,0,0.25,0.333,0.25,OF,
Aaron Hicks,34,543305,Maj-AL,"Baltimore,Los Angeles,New York",34,385,334,51,78,58,9,1,10,46,50,93,6,0,0.234,0.332,0.356,CF,
Liam Hicks,27,689414,Maj-NL,Miami,27,438,374,47,94,70,14,1,9,58,46,59,2,0,0.251,0.347,0.366,C,MIA
Kyle Higashioka,36,543309,"Maj-AL,Maj-NL","New York,San Diego,Texas",36,891,827,92,194,112,38,2,42,134,52,229,5,1,0.235,0.279,0.438,C,
P.J. Higgins,33,664731,Maj-NL,Cincinnati,33,3,3,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,C,CIN
Derek Hill,30,656537,"Maj-AL,Maj-NL","Chicago,Miami,San Francisco,Texas,Washington",30,389,357,43,79,56,11,2,10,37,21,122,16,4,0.221,0.273,0.347,CF,
Sam Hilliard,31,656541,Maj-NL,"Atlanta,Colorado",31,296,261,48,60,30,13,2,15,36,29,112,10,3,0.23,0.305,0.467,LF,
Rece Hinds,24,677956,Maj-NL,Cincinnati,24,95,89,15,17,4,5,1,7,14,5,37,2,0,0.191,0.242,0.506,RF,CIN
Keston Hiura,28,669374,"Maj-AL,Maj-NL","Colorado,Los Angeles",28,48,45,4,8,7,1,0,0,2,0,17,0,1,0.178,0.229,0.2,1B,
Nico Hoerner,29,663538,Maj-NL,Chicago,29,2071,1879,284,540,408,98,9,25,189,141,206,109,20,0.287,0.346,0.389,2B,CHC
Jackson Holliday,21,702616,Maj-AL,Baltimore,21,857,776,98,178,126,25,5,22,78,71,209,21,10,0.229,0.3,0.36,2B,BAL
TJ Hopkins,26,686759,Maj-NL,Cincinnati,26,44,41,7,7,7,0,0,0,1,2,17,1,0,0.171,0.227,0.171,CF,CIN
Spencer Horwitz,28,687462,"Maj-AL,Maj-NL","Pittsburgh,Toronto",28,874,762,109,204,132,48,0,24,100,96,161,0,1,0.268,0.355,0.425,1B,
Rhys Hoskins,33,656555,"Maj-AL,Maj-NL","Cleveland,Milwaukee",33,896,772,93,170,100,31,1,38,130,97,256,5,1,0.22,0.313,0.411,1B,
Eric Hosmer,33,543333,Maj-NL,Chicago,33,96,90,7,22,17,3,0,2,14,6,25,0,0,0.244,0.292,0.344,1B,CHC
Brady House,23,691781,Maj-NL,Washington,23,330,312,33,74,54,14,0,6,34,13,94,5,3,0.237,0.264,0.34,3B,WSN
Joe Hudson,33,621529,Maj-NL,New York,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C,NYM
Sam Huff,27,669087,"Maj-AL,Maj-NL","San Francisco,Texas",27,107,99,10,22,14,3,0,5,10,7,44,0,0,0.222,0.271,0.404,C,
Cooper Hummel,30,669450,Maj-AL,"Baltimore,Houston,Seattle",30,135,116,11,17,13,1,0,3,7,16,40,2,0,0.147,0.261,0.233,LF,
Jacob Hurtubise,27,674441,Maj-NL,Cincinnati,27,83,66,10,11,9,1,1,0,4,7,24,2,0,0.167,0.291,0.212,LF,CIN
Andy Ib\xc3\xa1\xc3\xb1ez,33,628451,Maj-AL,"Athletics,Detroit",33,843,778,97,195,130,42,3,20,100,52,162,7,4,0.251,0.303,0.389,3B,
Jose Iglesias,35,578428,Maj-NL,"New York,San Diego",35,682,622,71,171,136,27,1,7,65,38,104,11,3,0.275,0.33,0.355,2B,
Jonathan India,29,663697,"Maj-AL,Maj-NL","Cincinnati,Kansas City",29,1775,1518,230,364,240,79,2,43,172,192,350,27,8,0.24,0.34,0.379,2B,
Kyle Isbel,29,664728,Maj-AL,Kansas City,29,1203,1092,156,266,181,52,14,19,115,70,233,26,9,0.244,0.294,0.369,CF,KC
Alex Jackson,29,656577,Maj-AL,"Baltimore,Tampa Bay",29,255,230,34,37,14,15,0,8,20,17,90,1,0,0.161,0.236,0.33,C,
Jeremiah Jackson,26,669236,Maj-AL,Baltimore,26,221,206,22,57,38,11,2,6,27,11,59,0,3,0.277,0.321,0.437,2B,BAL
Travis Jankowski,34,608671,"Maj-AL,Maj-NL","Chicago,New York,Tampa Bay,Texas",34,554,491,63,117,94,20,1,2,46,51,98,32,2,0.238,0.317,0.295,RF,
Danny Jansen,31,643376,"Maj-AL,Maj-NL","Boston,Milwaukee,Tampa Bay,Texas,Toronto",31,993,864,114,187,105,41,0,41,119,106,220,0,1,0.216,0.313,0.406,C,
Ryan Jeffers,29,680777,Maj-AL,Minnesota,29,1333,1160,157,292,180,65,2,45,161,124,296,7,3,0.252,0.339,0.428,C,MIN
Carter Jensen,22,695600,Maj-AL,Kansas City,22,111,98,18,26,12,7,0,7,20,12,28,0,0,0.265,0.342,0.551,C,KC
Eloy Jim\xc3\xa9nez,27,650391,Maj-AL,"Baltimore,Chicago",27,829,771,74,199,140,35,0,24,85,52,160,3,0,0.258,0.306,0.397,OF,
Leo Jimenez,25,677870,"Maj-AL,Maj-NL","Miami,Toronto",25,250,215,20,46,30,11,0,5,20,15,66,0,0,0.214,0.309,0.335,SS,
Connor Joe,33,656582,"Maj-AL,Maj-NL","Cincinnati,Pittsburgh,San Diego,Seattle",33,971,850,114,198,116,57,5,20,82,101,222,7,9,0.233,0.323,0.382,1B,
Bryce Johnson,30,669369,Maj-NL,"San Diego,San Francisco",30,217,192,26,47,37,8,0,2,16,15,52,9,3,0.245,0.308,0.318,CF,
Daniel Johnson,29,669288,"Maj-AL,Maj-NL","Baltimore,San Francisco",29,58,54,14,10,6,3,0,1,1,4,13,2,1,0.185,0.241,0.296,CF,
Troy Johnston,29,687859,Maj-NL,"Colorado,Miami",29,171,158,18,44,32,5,1,6,19,11,36,2,3,0.278,0.329,0.437,OF,
Greg Jones,27,675659,"Maj-AL,Maj-NL","Chicago,Colorado",27,8,7,1,1,0,0,0,1,1,1,6,1,0,0.143,0.25,0.571,RF,
Jahmai Jones,28,663330,"Maj-AL,Maj-NL","Detroit,Milwaukee,New York",28,222,193,33,50,26,14,2,8,31,23,58,4,1,0.259,0.353,0.477,RF,
Nolan Jones,27,666134,"Maj-AL,Maj-NL","Cleveland,Colorado",27,1124,978,122,242,158,49,7,28,124,128,330,33,11,0.247,0.338,0.398,RF,
Levi Jordan,28,682119,Maj-NL,Cincinnati,28,11,10,1,1,0,1,0,0,1,0,3,0,0,0.1,0.091,0.2,CF,CIN
Aaron Judge,34,592450,Maj-AL,New York,34,1993,1590,360,488,244,87,3,154,354,367,502,30,7,0.307,0.439,0.656,RF,NYY
Edouard Julien,27,666397,"Maj-AL,Maj-NL","Colorado,Minnesota",27,975,835,116,198,130,38,1,29,77,128,308,11,5,0.237,0.341,0.389,2B,
Corey Julks,29,667452,Maj-AL,"Chicago,Houston",29,521,479,54,112,80,23,0,9,48,37,126,20,5,0.234,0.288,0.338,LF,
Jace Jung,24,690291,Maj-AL,Detroit,24,152,128,22,24,19,5,0,0,7,23,45,0,1,0.188,0.316,0.227,3B,DET
Josh Jung,28,673962,Maj-AL,Texas,28,1320,1238,161,323,215,57,4,47,156,69,354,8,4,0.261,0.303,0.427,3B,TEX
Connor Kaiser,28,663731,Maj-NL,"Arizona,Colorado",28,23,22,1,2,1,1,0,0,2,1,7,0,0,0.091,0.13,0.136,SS,
Kyle Karros,23,691720,Maj-NL,Colorado,23,204,178,25,39,33,5,0,1,10,22,54,2,0,0.219,0.309,0.264,3B,COL
Niko Kavadas,26,694359,Maj-AL,Los Angeles,26,129,113,11,19,13,2,0,4,8,14,51,1,0,0.168,0.271,0.292,1B,LAA
CJ Kayfus,24,692216,Maj-AL,Cleveland,24,170,151,20,32,15,11,1,5,21,14,46,4,0,0.212,0.29,0.397,1B,CLE
Luke Keaschall,23,807712,Maj-AL,Minnesota,23,270,239,33,66,46,15,0,5,35,24,37,16,3,0.276,0.352,0.402,2B,MIN
DaShawn Keirsey Jr.,28,680577,Maj-AL,Minnesota,28,102,97,12,11,8,0,0,3,7,2,34,10,3,0.113,0.149,0.206,CF,MIN
Colt Keith,24,690993,Maj-AL,Detroit,24,1116,1011,131,260,183,45,6,26,111,94,237,8,3,0.257,0.322,0.391,2B,DET
Jarred Kelenic,25,672284,"Maj-AL,Maj-NL","Atlanta,Seattle",25,923,837,100,197,121,44,4,28,96,78,284,19,8,0.235,0.3,0.398,RF,
Carson Kelly,31,608348,"Maj-AL,Maj-NL","Arizona,Chicago,Detroit,Texas",31,957,848,99,202,142,29,2,29,104,93,194,3,0,0.238,0.319,0.38,C,
Otto Kemp,26,805249,Maj-NL,Philadelphia,26,234,212,26,48,29,11,0,8,28,12,76,2,2,0.226,0.291,0.392,OF,PHI
Tony Kemp,32,643393,Maj-AL,"Baltimore,Oakland",32,425,365,42,74,54,12,3,5,26,44,40,15,4,0.203,0.297,0.293,LF,
Buddy Kennedy,26,671083,"Maj-AL,Maj-NL","Arizona,Detroit,Los Angeles,Philadelphia,Toronto",26,87,74,6,10,6,3,0,1,8,10,21,1,0,0.135,0.253,0.216,1B,
Max Kepler,32,596146,"Maj-AL,Maj-NL","Minnesota,Philadelphia",32,1398,1253,177,304,185,65,4,50,160,119,290,6,1,0.243,0.312,0.421,LF,
Grae Kessinger,26,666197,Maj-AL,Houston,26,70,61,7,8,5,2,0,1,1,8,19,0,1,0.131,0.243,0.213,3B,HOU
Carter Kieboom,27,666198,"Maj-AL,Maj-NL","Los Angeles,Washington",27,102,95,12,20,14,2,0,4,12,6,28,0,0,0.211,0.265,0.358,3B,
Kevin Kiermaier,34,595281,"Maj-AL,Maj-NL","Los Angeles,Toronto",34,692,631,90,149,97,30,9,13,63,42,174,20,3,0.236,0.288,0.374,CF,
Ha-Seong Kim,29,673490,"Maj-AL,Maj-NL","Atlanta,San Diego,Tampa Bay",29,1280,1105,162,270,193,41,3,33,124,149,240,66,16,0.244,0.335,0.376,SS,
Hyeseong Kim,27,808975,Maj-NL,Los Angeles,27,185,172,22,49,38,7,1,3,18,10,56,14,1,0.285,0.326,0.39,2B,LAD
Isiah Kiner-Falefa,31,643396,"Maj-AL,Maj-NL","Boston,New York,Pittsburgh,Toronto",31,1368,1270,143,324,248,53,7,16,122,63,232,41,11,0.255,0.298,0.346,SS,
Scott Kingery,32,664068,"Maj-AL,Maj-NL","Chicago,Los Angeles",32,29,27,3,4,3,1,0,0,0,2,11,2,1,0.148,0.207,0.185,2B,
Alex Kirilloff,26,666135,Maj-AL,Minnesota,26,508,449,55,108,66,22,4,16,61,45,131,1,0,0.241,0.317,0.414,RF,MIN
Alejandro Kirk,27,672386,Maj-AL,Toronto,27,1422,1255,115,328,237,56,1,34,186,137,170,1,0,0.261,0.335,0.389,C,TOR
Heston Kjerstad,26,677008,Maj-AL,Baltimore,26,316,287,27,62,42,8,2,10,36,18,89,2,0,0.216,0.283,0.362,LF,BAL
Andrew Knapp,32,595284,Maj-NL,San Francisco,32,6,6,0,1,1,0,0,0,0,0,2,0,0,0.167,0.167,0.167,C,SF
Andrew Knizner,30,668800,"Maj-AL,Maj-NL","San Francisco,St. Louis,Texas",30,421,390,47,86,60,13,1,12,45,20,94,2,0,0.221,0.267,0.351,C,
Grant Koch,27,667428,Maj-NL,Pittsburgh,27,8,7,1,0,0,0,0,0,0,1,6,0,0,0.0,0.125,0.0,C,PIT
Taylor Kohlwey,28,670128,Maj-NL,San Diego,28,13,13,0,2,2,0,0,0,0,0,5,0,0,0.154,0.154,0.154,LF,
Mark Kolozsvary,27,656627,Maj-AL,Baltimore,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C,BAL
Christian Koss,28,683766,Maj-NL,San Francisco,28,195,178,25,47,34,10,0,3,23,9,45,4,1,0.264,0.307,0.371,2B,SF
Ryan Kreidler,28,668952,Maj-AL,"Detroit,Minnesota",28,128,116,16,13,12,0,0,1,2,10,44,7,3,0.112,0.183,0.138,CF,
Nick Kurtz,23,701762,Maj-AL,Athletics,23,548,466,97,131,65,28,2,36,88,76,173,4,2,0.281,0.382,0.582,1B,
Steven Kwan,28,680757,Maj-AL,Cleveland,28,2067,1846,277,511,384,85,11,31,155,190,196,58,14,0.277,0.346,0.385,LF,CLE
Tommy La Stella,34,600303,Maj-AL,Seattle,34,21,18,2,4,3,1,0,0,2,3,5,0,0,0.222,0.333,0.278,2B,SEA
Jake Lamb,32,571875,Maj-AL,Los Angeles,32,54,51,7,11,8,1,0,2,5,3,15,0,0,0.216,0.259,0.353,1B,LAA
Shea Langeliers,28,669127,Maj-AL,"Athletics,Oakland",28,1601,1463,192,349,185,71,6,87,225,113,408,14,5,0.239,0.296,0.474,C,
Wyatt Langford,24,694671,Maj-AL,Texas,24,1184,1041,151,253,155,52,7,39,139,126,279,42,9,0.243,0.328,0.419,LF,TEX
Trevor Larnach,29,663616,Maj-AL,Minnesota,29,1203,1059,151,261,166,50,4,41,156,126,284,9,6,0.246,0.328,0.417,RF,MIN
Ram\xc3\xb3n Laureano,31,657656,"Maj-AL,Maj-NL","Atlanta,Baltimore,Cleveland,Oakland,San Diego",31,1262,1144,161,293,176,63,7,47,153,88,342,30,8,0.256,0.321,0.447,RF,
Jordan Lawlar,23,691783,Maj-NL,Arizona,23,130,116,15,22,13,8,0,1,7,10,43,4,1,0.19,0.269,0.284,SS,ARI
Charles Leblanc,28,641779,Maj-AL,Los Angeles,28,28,21,6,4,2,0,0,2,6,7,9,0,0,0.19,0.393,0.476,3B,LAA
Brooks Lee,25,686797,Maj-AL,Minnesota,25,753,697,62,162,118,21,2,21,97,44,128,6,1,0.232,0.28,0.359,3B,MIN
Jung Hoo Lee,27,808982,Maj-NL,San Francisco,27,832,755,92,197,135,39,12,11,70,62,94,12,6,0.261,0.32,0.388,CF,SF
Korey Lee,26,686676,Maj-AL,Chicago,26,504,477,50,93,60,18,1,14,43,26,149,6,3,0.195,0.237,0.325,C,CWS
Jack Leiter,25,683004,Maj-AL,Texas,25,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,P,TEX
DJ LeMahieu,36,518934,Maj-AL,New York,36,928,822,87,195,143,30,3,19,81,93,192,2,3,0.237,0.315,0.35,2B,NYY
Pedro Le\xc3\xb3n,26,694175,Maj-AL,Houston,26,21,20,2,2,2,0,0,0,0,1,10,2,0,0.1,0.143,0.1,RF,HOU
Sandy Le\xc3\xb3n,36,506702,"Maj-AL,Maj-NL","Atlanta,Texas",36,56,53,5,7,4,2,0,1,7,1,24,0,0,0.132,0.164,0.226,C,
Josh Lester,28,623507,Maj-AL,Baltimore,28,23,22,0,4,4,0,0,0,4,1,7,0,0,0.182,0.217,0.182,1B,BAL
Kyle Lewis,27,641786,Maj-NL,Arizona,27,49,46,1,7,5,2,0,0,0,3,18,0,0,0.152,0.204,0.196,CF,ARI
Royce Lewis,27,668904,Maj-AL,Minnesota,27,1038,943,124,237,144,43,0,50,164,85,229,20,3,0.251,0.313,0.456,3B,MIN
Daylen Lile,23,695734,Maj-NL,Washington,23,416,382,60,112,74,18,11,9,46,25,65,9,8,0.293,0.341,0.469,RF,WSN
Francisco Lindor,32,596019,Maj-NL,New York,32,2232,1969,353,517,303,111,6,97,282,205,418,92,14,0.263,0.342,0.473,SS,NYM
Andre Lipcius,25,686531,Maj-AL,Detroit,25,38,35,3,10,8,1,0,1,4,3,8,0,0,0.286,0.342,0.4,2B,DET
Trey Lipscomb,25,702358,Maj-NL,Washington,25,215,194,21,40,36,3,0,1,10,16,41,11,2,0.206,0.272,0.237,3B,WSN
Tim Locastro,30,641796,Maj-NL,New York,30,67,56,13,13,8,3,0,2,3,3,22,6,0,0.232,0.338,0.393,LF,NYM
Tyler Locklear,24,682988,"Maj-AL,Maj-NL","Arizona,Seattle",24,165,148,14,25,19,1,0,5,9,13,63,4,1,0.169,0.255,0.277,1B,
Brandon Lockridge,29,663604,Maj-NL,"Milwaukee,San Diego",29,201,182,26,42,32,8,1,1,16,12,49,15,1,0.231,0.279,0.302,LF,
Nick Loftin,27,679845,Maj-AL,Kansas City,27,438,387,45,85,58,19,3,5,44,39,64,4,1,0.22,0.296,0.323,LF,KC
Evan Longoria,37,446334,Maj-NL,Arizona,37,287,255,27,54,32,11,0,11,32,26,94,0,0,0.212,0.283,0.384,3B,ARI
Joey Loperfido,27,694388,Maj-AL,"Houston,Toronto",27,414,380,43,96,63,21,4,8,44,23,135,6,5,0.253,0.306,0.392,LF,
Alejo Lopez,27,664670,Maj-NL,Cincinnati,27,2,2,1,1,0,1,0,0,1,0,1,0,0,0.5,0.5,1.0,2B,CIN
Irving Lopez,28,676761,Maj-NL,St. Louis,28,12,11,0,0,0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,2B,STL
Jack L\xc3\xb3pez,31,605346,Maj-AL,Los Angeles,31,71,67,4,17,13,3,0,1,6,2,25,0,1,0.254,0.286,0.343,2B,LAA
Nicky Lopez,30,670032,"Maj-AL,Maj-NL","Atlanta,Chicago,Kansas City,Los Angeles",30,735,647,74,149,121,20,6,2,47,67,111,11,9,0.23,0.312,0.289,3B,
Otto Lopez,27,672640,Maj-NL,Miami,27,1085,999,124,260,188,48,2,22,120,73,165,37,11,0.26,0.312,0.378,2B,MIA
Brandon Lowe,31,664040,"Maj-AL,Maj-NL","Pittsburgh,Tampa Bay",31,1465,1312,198,321,186,55,4,76,213,129,389,15,3,0.245,0.316,0.466,2B,
Josh Lowe,28,666139,Maj-AL,"Los Angeles,Tampa Bay",28,1372,1257,168,314,191,74,6,43,161,101,372,76,8,0.25,0.307,0.421,RF,
Nathaniel Lowe,30,663993,"Maj-AL,Maj-NL","Boston,Cincinnati,Texas,Washington",30,1992,1737,224,433,291,81,7,54,245,232,475,4,0,0.249,0.339,0.397,1B,
Marco Luciano,22,682617,Maj-NL,San Francisco,22,126,115,14,25,16,8,1,0,3,11,45,1,1,0.217,0.286,0.304,OF,SF
Matthew Lugo,24,683090,Maj-AL,Los Angeles,24,70,69,9,16,9,2,1,4,9,0,24,0,0,0.232,0.243,0.464,LF,LAA
Nathan Lukes,31,664770,Maj-AL,Toronto,31,653,574,78,146,100,28,5,13,87,58,92,3,4,0.254,0.322,0.389,RF,TOR
Jordan Luplow,29,656669,Maj-AL,"Minnesota,Toronto",29,90,77,11,16,11,3,0,2,5,12,27,2,0,0.208,0.322,0.325,LF,
Gavin Lux,27,666158,Maj-NL,"Cincinnati,Los Angeles",27,1039,925,115,239,166,53,4,16,107,105,231,7,2,0.258,0.334,0.376,LF,
Manny Machado,33,592518,Maj-NL,San Diego,33,2014,1828,257,485,308,87,0,90,303,165,386,29,7,0.265,0.326,0.461,3B,
Vimael Mach\xc3\xadn,31,605353,Maj-AL,Baltimore,31,12,11,1,1,0,0,0,1,1,1,2,0,0,0.091,0.167,0.364,SS,BAL
Willie MacIver,28,680862,Maj-AL,Athletics,28,111,102,7,19,11,5,0,3,9,7,27,3,0,0.186,0.252,0.324,C,
Nick Madrigal,27,663611,Maj-NL,Chicago,27,388,356,39,90,68,19,1,2,38,14,34,11,2,0.253,0.304,0.329,3B,CHC
Bligh Madris,28,676632,Maj-AL,"Detroit,Houston",28,105,93,12,22,17,4,0,1,5,10,27,0,0,0.237,0.308,0.312,OF,
Drew Maggi,34,543482,Maj-NL,Pittsburgh,34,6,6,1,2,1,1,0,0,1,0,1,0,0,0.333,0.333,0.5,SS,PIT
Luke Maile,34,571912,"Maj-AL,Maj-NL","Cincinnati,Kansas City",34,407,359,31,77,52,16,0,9,39,34,117,5,1,0.214,0.298,0.334,C,
Mart\xc3\xadn Maldonado,38,455117,"Maj-AL,Maj-NL","Chicago,Houston,San Diego",38,742,666,54,118,74,21,0,23,61,49,257,0,0,0.177,0.239,0.312,C,
Justyn-Henry Malloy,25,669234,Maj-AL,Detroit,25,369,315,34,69,45,14,1,9,38,45,119,1,1,0.219,0.322,0.356,RF,DET
Trey Mancini,31,641820,Maj-NL,Chicago,31,259,232,31,54,38,12,0,4,27,21,77,0,0,0.233,0.296,0.336,1B,CHC
Jake Mangum,30,663968,"Maj-AL,Maj-NL","Pittsburgh,Tampa Bay",30,460,434,41,126,103,19,1,3,41,21,71,28,6,0.29,0.325,0.359,LF,
Kyle Manzardo,25,700932,Maj-AL,Cleveland,25,763,684,62,155,87,32,2,34,89,62,199,2,0,0.227,0.299,0.428,1B,CLE
Tucupita Marcano,23,672779,Maj-NL,Pittsburgh,23,220,202,16,47,30,12,2,3,18,10,35,5,2,0.233,0.276,0.356,SS,PIT
Rafael March\xc3\xa1n,27,665561,Maj-NL,Philadelphia,27,190,171,18,38,24,8,0,6,21,13,28,0,0,0.222,0.287,0.374,C,PHI
Manuel Margot,30,622534,Maj-AL,"Detroit,Minnesota,Tampa Bay",30,703,648,77,164,116,38,2,8,72,39,116,14,3,0.253,0.3,0.355,RF,
Jake Marisnick,32,545350,"Maj-AL,Maj-NL","Chicago,Detroit,Los Angeles",32,83,76,10,18,11,3,2,2,10,3,21,2,3,0.237,0.28,0.408,CF,
Cade Marlowe,27,687799,Maj-AL,Seattle,27,109,96,15,23,15,3,2,3,11,13,34,4,2,0.24,0.33,0.406,OF,SEA
Jakob Marsee,25,805300,Maj-NL,Miami,25,302,267,37,69,41,19,4,5,36,30,66,20,7,0.258,0.338,0.416,CF,MIA
Brandon Marsh,28,669016,Maj-NL,Philadelphia,28,1490,1309,179,347,222,73,10,42,176,154,444,39,7,0.265,0.342,0.432,CF,PHI
Ketel Marte,32,606466,Maj-NL,Arizona,32,1926,1680,286,475,284,86,12,93,267,211,329,22,6,0.283,0.366,0.514,2B,ARI
Noelvi Marte,24,682622,Maj-NL,Cincinnati,24,756,710,87,177,121,33,2,21,84,36,196,26,9,0.249,0.291,0.39,OF,CIN
Starling Marte,37,516782,"Maj-AL,Maj-NL","Kansas City,New York",37,1100,996,125,259,194,40,4,21,111,67,236,46,6,0.26,0.319,0.371,LF,
Austin Martin,27,668885,Maj-AL,Minnesota,27,480,419,69,112,81,27,2,2,25,52,84,20,10,0.267,0.355,0.356,CF,MIN
Angel Mart\xc3\xadnez,24,682657,Maj-AL,Cleveland,24,701,639,80,149,99,33,2,15,62,41,151,15,3,0.233,0.285,0.362,CF,CLE
J.D. Martinez,36,502110,Maj-NL,"Los Angeles,New York",36,1002,886,109,224,120,51,3,50,175,91,297,1,0,0.253,0.324,0.486,DH,
